title,year,budget,revenue,runtime,vote_count,vote_average,popularity,wr,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Blue Valentine,2010,3500000,16566240.0,112.0,911,6,11.107914,5.7563458214010605,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Flushed Away,2006,149000000,64459316.0,85.0,909,6,9.922577,5.755982970800019,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Legally Blonde,2001,18000000,141774679.0,96.0,908,6,12.769371000000001,5.755801139928782,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Valerian and the City of a Thousand Planets,2017,197471676,90024292.0,137.0,905,6,15.262706,5.7552540177628275,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Big Daddy,1999,34200000,234801895.0,93.0,898,6,8.011869,5.753967815153473,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Desperado,1995,7000000,25405445.0,104.0,898,6,6.950458,5.753967815153473,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Homefront,2013,22000000,43058898.0,100.0,898,6,9.896704,5.753967815153473,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3 Days to Kill,2014,28000000,52597999.0,113.0,896,6,17.861119,5.7535978419431775,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Stoker,2013,12000000,12077441.0,99.0,895,6,7.222816000000001,5.7534124377610425,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
Rocky III,1982,17000000,270000000.0,99.0,894,6,11.673366,5.753226754355742,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Matilda,1996,36000000,33459416.0,98.0,892,6,10.034915,5.752854547348737,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
The Passion of the Christ,2004,30000000,611899420.0,127.0,888,6,13.194168,5.752106754753727,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Imaginarium of Doctor Parnassus,2009,30000000,64352607.0,123.0,885,6,6.859934,5.751542933877502,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
High School Musical 2,2007,0,7000000.0,104.0,884,6,6.529094000000001,5.7513544232051785,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
Rambo: First Blood Part II,1985,44000000,300400432.0,96.0,884,6,11.924462,5.7513544232051785,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
Tremors,1990,11000000,48572000.0,96.0,882,6,15.750026,5.750976542389381,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Water for Elephants,2011,38000000,114156230.0,120.0,879,6,7.649466,5.750407562669022,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Horns,2013,0,0.0,120.0,878,6,8.363417,5.750217324530813,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
The World Is Not Enough,1999,135000000,361832400.0,128.0,878,6,12.130127,5.750217324530813,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Thing,2011,35000000,28128670.0,103.0,876,6,10.169411,5.749835976934676,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
Johnny English,2003,40000000,160583018.0,88.0,875,6,8.739991,5.749644866145474,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Life As We Know It,2010,38000000,105610124.0,114.0,873,6,7.824961999999999,5.749261767241336,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
How to Lose a Guy in 10 Days,2003,50000000,177371441.0,116.0,873,6,5.188107,5.749261767241336,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Addams Family,1991,30000000,191502426.0,99.0,871,6,12.962525,5.748877494087682,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Basic Instinct,1992,49000000,352927224.0,127.0,869,6,16.628427,5.7484920412773794,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Ride Along,2014,25000000,153997819.0,99.0,867,6,9.895752,5.748105403370043,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Point Break,1991,24000000,83531958.0,120.0,861,6,11.453092999999999,5.746938324157858,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Mr. Peabody & Sherman,2014,145000000,272912430.0,92.0,861,6,9.493838,5.746938324157858,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Air Force One,1997,85000000,315156409.0,124.0,859,6,12.173291,5.746546890784552,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
You've Got Mail,1998,65000000,250821495.0,119.0,859,6,10.237996,5.746546890784552,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Drop,2014,12600000,19054534.0,106.0,859,6,11.695036,5.746546890784552,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Rocky Balboa,2006,24000000,155721132.0,102.0,858,6,11.697604,5.746350719647388,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
High School Musical 3: Senior Year,2008,0,0.0,116.0,858,6,7.343503999999999,5.746350719647388,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False
Tinker Tailor Soldier Spy,2011,30000000,0.0,127.0,856,6,7.728737,5.745957464949168,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
Scream 2,1997,24000000,172363301.0,120.0,856,6,11.264845,5.745957464949168,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Buried,2010,1987650,19152480.0,94.0,853,6,7.389436999999999,5.74536529120779,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
The Fountain,2006,35000000,15304890.0,96.0,852,6,11.577121,5.745167285991,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Inherent Vice,2014,20000000,11110975.0,148.0,852,6,13.52638,5.745167285991,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
RockNRolla,2008,18000000,25739015.0,114.0,851,6,7.263988,5.744968972594884,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
A History of Violence,2005,32000000,60740827.0,96.0,850,6,11.119707,5.744770350299397,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Cruel Intentions,1999,10500000,75902208.0,97.0,848,6,8.181065,5.744372176118897,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
Colombiana,2011,40000000,60965854.0,108.0,848,6,8.062578,5.744372176118897,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Premium Rush,2012,35000000,31083599.0,91.0,848,6,5.654783999999999,5.744372176118897,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Saw V,2008,10800000,113857533.0,92.0,848,6,10.165499,5.744372176118897,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
The Prince of Egypt,1998,70000000,218613188.0,99.0,847,6,11.898185,5.744172622782533,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
Closer,2004,27000000,115505027.0,104.0,845,6,10.860952000000001,5.743772579972186,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
The Girl Next Door,2004,25000000,30411183.0,108.0,844,6,13.083718,5.743572089033197,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Bone Collector,1999,73000000,151493655.0,118.0,843,6,8.884406,5.743371284091171,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
Dogma,1999,10000000,30652890.0,130.0,842,6,8.559088000000001,5.743170164407856,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Safe Haven,2013,28000000,97594140.0,115.0,840,6,7.598422,5.742766977852767,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Swiss Army Man,2016,3000000,4210454.0,97.0,839,6,9.196678,5.742564909492872,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
Hush,2016,0,0.0,81.0,834,6,7.205636,5.741549786896235,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Shakespeare in Love,1998,25000000,289317794.0,122.0,831,6,13.813154999999998,5.740936861489665,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Clueless,1995,12000000,0.0,97.0,828,6,9.882383,5.740321022016185,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
King Arthur,2004,120000000,203567857.0,126.0,827,6,8.862107,5.7401150910265075,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Café Society,2016,30000000,43763247.0,96.0,826,6,9.2467,5.739908833162243,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Lethal Weapon 3,1992,35000000,321731527.0,118.0,824,6,10.786007000000001,5.739495333691913,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Revolutionary Road,2008,35000000,75225693.0,119.0,824,6,12.265867,5.739495333691913,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Letters to Juliet,2010,30000000,0.0,105.0,823,6,7.282488000000001,5.739288090520625,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Nymphomaniac: Vol. II,2013,0,2227167.0,123.0,820,6,9.594157000000001,5.738664377818522,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
The Time Traveler's Wife,2009,39000000,101229792.0,107.0,815,6,13.682598,5.737618198386249,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
Last Vegas,2013,28000000,134402450.0,105.0,813,6,9.157369000000001,5.737197377533621,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zathura: A Space Adventure,2005,65000000,64321501.0,101.0,808,6,10.695639,5.736139395961695,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
